2_min,3_min,4_min,5_min,6_min,7_min,8_min,9_min,10_min,11_min,12_min,13_min,14_min,15_min,16_min,17_min,18_min,19_min,20_min,21_min,22_min,23_min,24_min,25_min,26_min,27_min,28_min,29_min,30_min,31_min,32_min,33_min,2_max,3_max,4_max,5_max,6_max,7_max,8_max,9_max,10_max,11_max,12_max,13_max,14_max,15_max,16_max,17_max,18_max,19_max,20_max,21_max,22_max,23_max,24_max,25_max,26_max,27_max,28_max,29_max,30_max,31_max,32_max,33_max,class
0.0,0.466725,0.0,0.59194,0.0,0.6366,0.0,0.715535,0.0,0.706745,0.018839999999999968,0.75937,0.04644499999999996,0.795085,0.05385000000000001,0.83237,0.15061999999999998,0.854985,0.146775,0.8815999999999999,0.184595,0.90272,0.220665,0.94564,0.263945,0.9325,0.298485,0.9183749999999999,0.34502,0.945465,0.385025,0.9457899999999999,1.0,0.5332749999999999,1.0,0.40806,1.0,0.36339999999999995,1.0,0.28446499999999997,1.0,0.29325500000000004,0.98116,0.24063,0.953555,0.20491499999999996,0.94615,0.16762999999999995,0.84938,0.145015,0.853225,0.11840000000000006,0.8154049999999999,0.09728000000000003,0.779335,0.054359999999999964,0.736055,0.0675,0.701515,0.08162500000000006,0.65498,0.054535,0.614975,0.05421000000000009,1
0.0,0.77105,0.0,1.0,0.0,1.0,0.0,0.318915,0.0,0.705595,0.0,0.0,0.0,1.0,0.0,0.6467700000000001,0.0,0.9679949999999999,0.0,0.0,0.0,0.0,0.0,0.70444,0.0,0.813725,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.22895,1.0,0.0,1.0,0.0,1.0,0.6810849999999999,1.0,0.29440500000000003,1.0,1.0,1.0,0.0,1.0,0.35322999999999993,1.0,0.03200500000000006,1.0,1.0,1.0,1.0,1.0,0.29556000000000004,1.0,0.18627499999999997,1.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.58158,0.0,0.550845,5.000000000032756e-06,0.575985,0.0,0.5963849999999999,0.029725,0.675755,0.021324999999999983,0.648925,0.031405000000000016,0.67206,0.027569999999999983,0.64053,0.04931499999999994,0.716915,0.06978500000000004,0.73654,0.08506499999999995,0.7561,0.0796,0.7356849999999999,0.11888000000000004,0.7918499999999999,0.171385,0.84397,0.15643,0.822685,0.176365,0.83613,1.0,0.41842,1.0,0.44915499999999997,0.999995,0.42401500000000003,1.0,0.40361500000000006,0.970275,0.324245,0.978675,0.351075,0.968595,0.32794,0.97243,0.35946999999999996,0.950685,0.28308500000000003,0.930215,0.26346,0.914935,0.2439,0.9204,0.2643150000000001,0.8811199999999999,0.20815000000000006,0.828615,0.15603,0.8435699999999999,0.177315,0.823635,0.16386999999999996,1
0.0,0.933505,0.0,0.3886,0.07253999999999994,0.69948,0.0,0.56045,0.0,0.324265,0.0,0.46114,0.0,0.573835,0.0,1.0,0.0,1.0,0.190845,0.420985,0.0,0.188255,0.0,0.58506,0.0,0.32038,0.0,0.83247,0.0,0.05786000000000002,0.0,0.59413,1.0,0.06649499999999997,1.0,0.6113999999999999,0.9274600000000001,0.30052,1.0,0.43955,1.0,0.675735,1.0,0.53886,1.0,0.426165,1.0,0.0,1.0,0.0,0.8091550000000001,0.5790150000000001,1.0,0.8117449999999999,1.0,0.41494,1.0,0.67962,1.0,0.16752999999999996,1.0,0.94214,1.0,0.40586999999999995,0
0.0,0.4631,0.0,0.4829,0.0,0.527815,0.0,0.45618000000000003,0.0,0.401745,0.0,0.39836,0.0,0.436075,0.0,0.447195,0.0,0.36456500000000003,0.0,0.27620999999999996,0.0,0.29125,0.0,0.399835,0.0,0.316285,0.021985000000000032,0.256795,0.0,0.33754,0.0,0.26644,1.0,0.5368999999999999,1.0,0.5171,1.0,0.47218499999999997,1.0,0.54382,1.0,0.598255,1.0,0.60164,1.0,0.563925,1.0,0.552805,1.0,0.635435,1.0,0.72379,1.0,0.70875,1.0,0.6001650000000001,1.0,0.6837150000000001,0.978015,0.743205,1.0,0.66246,1.0,0.73356,1
0.24534,0.9699800000000001,0.0,0.36646,0.5176,1.0,0.0,1.0,0.281575,1.0,0.5,0.5,1.0,0.671325,0.6884049999999999,0.481885,0.0,1.0,0.5,0.5,0.5,0.5,0.581265,0.038819999999999966,0.30124,0.367495,0.5,0.5,0.0,0.38405999999999996,0.5,0.5,0.75466,0.030019999999999936,1.0,0.63354,0.48240000000000005,0.0,1.0,0.0,0.718425,0.0,0.5,0.5,0.0,0.32867500000000005,0.31159500000000007,0.518115,1.0,0.0,0.5,0.5,0.5,0.5,0.41873499999999997,0.96118,0.69876,0.632505,0.5,0.5,1.0,0.61594,0.5,0.5,0
0.0017750000000000266,0.46766,0.0,0.50618,0.010944999999999983,0.48751,0.019439999999999957,0.48844,0.003630000000000022,0.46096,0.053385000000000016,0.44827,0.028939999999999966,0.473655,0.05595500000000003,0.4444,0.06948000000000004,0.456845,0.091835,0.44085,0.08166000000000001,0.42779,0.09335500000000002,0.43294,0.10261999999999999,0.43181,0.10444999999999999,0.423105,0.11438999999999999,0.42035,0.145295,0.439925,0.9982249999999999,0.53234,1.0,0.49382000000000004,0.989055,0.51249,0.9805600000000001,0.51156,0.99637,0.53904,0.946615,0.55173,0.97106,0.5263450000000001,0.944045,0.5556,0.93052,0.543155,0.908165,0.55915,0.9183399999999999,0.57221,0.9066449999999999,0.56706,0.8973800000000001,0.56819,0.8955500000000001,0.5768949999999999,0.88561,0.57965,0.854705,0.560075,1
0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.16467500000000002,0.48736,0.16686999999999996,0.474845,0.214015,0.406195,0.45611999999999997,0.32959499999999997,0.18189499999999997,0.439345,0.18950500000000003,0.428575,0.106815,0.44512,0.20813500000000001,0.40924499999999997,0.428025,0.29388000000000003,0.23056,0.39337,0.2429,0.38687499999999997,0.25581,0.38138,0.269165,0.37690999999999997,0.282835,0.37346999999999997,0.296685,0.37104000000000004,0.0,0.33482,0.835325,0.51264,0.83313,0.525155,0.7859849999999999,0.593805,0.54388,0.670405,0.8181050000000001,0.560655,0.810495,0.5714250000000001,0.893185,0.55488,0.791865,0.590755,0.571975,0.70612,0.76944,0.60663,0.7571,0.613125,0.74419,0.61862,0.730835,0.62309,0.717165,0.62653,0.703315,0.62896,1.0,0.66518,1
0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.859375,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21875,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.140625,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.78125,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
0.0,0.50306,0.0,0.54917,0.0,0.538245,0.0,0.553025,0.0,0.555365,0.0,0.697445,0.0,0.57808,0.039380000000000026,0.65942,0.06763500000000006,0.67267,0.041535000000000044,0.72036,0.019699999999999995,0.73433,0.09063000000000004,0.7018599999999999,0.08659499999999998,0.711155,0.12108000000000002,0.691155,0.09776000000000001,0.702875,0.12823,0.725195,1.0,0.49694000000000005,1.0,0.45082999999999995,1.0,0.461755,1.0,0.446975,1.0,0.444635,1.0,0.302555,1.0,0.42191999999999996,0.96062,0.34058,0.9323649999999999,0.32733,0.9584649999999999,0.27964,0.9803,0.26566999999999996,0.90937,0.29814000000000007,0.913405,0.288845,0.8789199999999999,0.30884500000000004,0.9022399999999999,0.297125,0.8717699999999999,0.27480499999999997,1
0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
0.019644999999999968,0.46456,0.0,0.47852,0.0,0.45343500000000003,0.049155000000000004,0.52572,0.05368500000000004,0.4871,0.08374999999999999,0.53071,0.062329999999999997,0.450845,0.11728,0.4986,0.12396999999999997,0.526475,0.17019499999999999,0.539525,0.17920999999999998,0.529645,0.221615,0.538525,0.20974499999999996,0.511025,0.25168,0.506255,0.24345,0.500075,0.23950500000000002,0.50091,0.9803550000000001,0.53544,1.0,0.5214799999999999,1.0,0.546565,0.9508449999999999,0.47428000000000003,0.946315,0.5129,0.91625,0.46929,0.93767,0.5491550000000001,0.88272,0.5014000000000001,0.8760300000000001,0.473525,0.829805,0.46047499999999997,0.82079,0.47035499999999997,0.778385,0.46147499999999997,0.790255,0.48897500000000005,0.74832,0.493745,0.7565500000000001,0.49992499999999995,0.7604949999999999,0.49909000000000003,1
1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0
0.0,0.53091,0.0,0.48529,0.0,0.525655,0.0,0.508535,0.0,0.55863,0.07753500000000002,0.52601,0.03303999999999996,0.53299,0.15415,0.536895,0.17134499999999997,0.601835,0.025449999999999973,0.65779,0.09573999999999999,0.65827,0.07533999999999996,0.6741900000000001,0.137355,0.6458699999999999,0.13453000000000004,0.6928799999999999,0.22821999999999998,0.63142,0.17896499999999999,0.697435,1.0,0.46909,1.0,0.51471,1.0,0.474345,1.0,0.49146500000000004,1.0,0.44137000000000004,0.922465,0.47399,0.96696,0.46701000000000004,0.84585,0.463105,0.828655,0.398165,0.97455,0.34221,0.9042600000000001,0.34173,0.92466,0.32580999999999993,0.862645,0.35413000000000006,0.86547,0.30712000000000006,0.77178,0.36858,0.821035,0.302565,1
0.0,0.21089999999999998,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.81398,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7891,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.18601999999999996,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.54357,0.0,0.586315,0.06682500000000002,0.908895,0.025914999999999966,0.194735,0.022635000000000016,0.7069099999999999,0.057569999999999955,0.6586799999999999,0.06031499999999995,0.617165,0.09474499999999997,0.8109,0.438775,1.0,0.04858000000000001,0.444735,0.18821500000000002,0.8927350000000001,0.223055,0.9143399999999999,0.25932,0.9329149999999999,0.29675,0.9483699999999999,0.33508,0.9606399999999999,0.566705,1.0,1.0,0.45643,1.0,0.41368499999999997,0.933175,0.09110499999999999,0.9740850000000001,0.805265,0.977365,0.2930900000000001,0.9424300000000001,0.34132000000000007,0.9396850000000001,0.38283500000000004,0.905255,0.18910000000000005,0.561225,0.0,0.9514199999999999,0.555265,0.811785,0.10726499999999994,0.776945,0.08566000000000007,0.74068,0.06708500000000006,0.7032499999999999,0.051630000000000065,0.66492,0.03936000000000006,0.433295,0.0,1
1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.6875,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.3125,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0
0.0,0.4581,0.0,0.413065,0.0,0.56654,0.009139999999999981,0.1774,0.0,0.26048000000000004,0.0,0.20443499999999998,0.0,0.14621,0.0,0.08611499999999994,0.0,0.024505,0.0,0.0,0.009789999999999965,0.0,0.04188000000000003,0.0,0.080505,0.0,0.12589,0.0,0.17820999999999998,0.0,0.237605,0.0,1.0,0.5419,1.0,0.586935,1.0,0.43345999999999996,0.9908600000000001,0.8226,1.0,0.73952,1.0,0.7955650000000001,1.0,0.85379,1.0,0.9138850000000001,1.0,0.975495,1.0,1.0,0.99021,1.0,0.95812,1.0,0.919495,1.0,0.8741099999999999,1.0,0.82179,1.0,0.7623949999999999,1.0,1
1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
0.0,0.57118,0.0,0.58128,0.0,0.6182799999999999,0.0,0.53757,0.0,0.62505,0.0,0.6308050000000001,0.0,0.609875,0.0,0.69303,0.0,0.73081,0.0,0.677595,0.0,0.798305,0.0,0.7382150000000001,0.005900000000000016,0.748435,0.0,0.8791,0.0,0.8788050000000001,0.0,0.922185,1.0,0.42882,1.0,0.41872,1.0,0.38172000000000006,1.0,0.46243,1.0,0.37495,1.0,0.36919499999999994,1.0,0.39012500000000006,1.0,0.30696999999999997,1.0,0.26919000000000004,1.0,0.32240500000000005,1.0,0.20169499999999996,1.0,0.26178499999999993,0.9941,0.25156500000000004,1.0,0.12090000000000001,1.0,0.12119499999999994,1.0,0.07781499999999997,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5092,0.0,1.0,0.0,0.0,0.0,0.927915,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.895705,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4908,1.0,0.0,1.0,1.0,1.0,0.07208499999999995,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.10429500000000003,1.0,1.0,1.0,1.0,0
0.05896000000000001,0.573195,0.032960000000000045,0.555285,0.03949999999999998,0.58225,0.05846499999999999,0.58518,0.057689999999999964,0.659045,0.07365500000000003,0.657315,0.08942,0.67962,0.09659499999999999,0.66816,0.12378499999999998,0.7351099999999999,0.147225,0.735765,0.16925,0.750425,0.193515,0.74043,0.21598,0.773145,0.24910500000000002,0.7992699999999999,0.264625,0.7868850000000001,0.289055,0.79043,0.94104,0.426805,0.9670399999999999,0.44471499999999997,0.9605,0.41774999999999995,0.941535,0.41481999999999997,0.94231,0.340955,0.926345,0.342685,0.91058,0.32038,0.903405,0.33184,0.876215,0.26489000000000007,0.8527750000000001,0.264235,0.83075,0.249575,0.806485,0.25956999999999997,0.7840199999999999,0.22685500000000003,0.750895,0.20073000000000008,0.735375,0.21311499999999994,0.7109449999999999,0.20957000000000003,1
0.143735,0.512975,0.293565,0.615335,0.009904999999999997,0.547365,0.0014550000000000396,0.55118,0.0,0.554755,0.205175,0.0,0.08137,1.0,0.08865,0.589315,0.09620000000000001,0.641285,0.62957,0.03634999999999999,0.24033499999999997,0.47272,0.172535,0.60196,0.03438000000000002,0.706535,0.18094499999999997,0.609505,0.06931999999999999,0.93677,0.61593,1.0,0.856265,0.48702500000000004,0.7064349999999999,0.38466500000000003,0.990095,0.452635,0.998545,0.44882,1.0,0.445245,0.794825,1.0,0.9186300000000001,0.0,0.91135,0.41068499999999997,0.9037999999999999,0.358715,0.37043000000000004,0.96365,0.759665,0.52728,0.827465,0.39803999999999995,0.9656199999999999,0.293465,0.8190550000000001,0.39049500000000004,0.93068,0.06323000000000001,0.38407,0.0,0
0.0,0.579495,0.13843,0.36157,0.08278500000000005,0.7919400000000001,0.0,0.641035,0.0,0.749315,0.10019,0.562635,0.115815,0.42681,0.0,0.303315,0.0,0.36705,0.018230000000000024,0.509455,0.03700500000000001,0.95669,0.0,0.425985,0.0,0.55791,0.0,0.5556450000000001,0.0,0.23314000000000001,0.0,0.78879,1.0,0.420505,0.86157,0.63843,0.9172149999999999,0.2080599999999999,1.0,0.358965,1.0,0.25068500000000005,0.89981,0.437365,0.884185,0.57319,1.0,0.696685,1.0,0.63295,0.98177,0.490545,0.962995,0.04330999999999996,1.0,0.5740149999999999,1.0,0.44209,1.0,0.44435499999999994,1.0,0.76686,1.0,0.21121,1
0.16919499999999998,1.0,0.0,0.0,0.0,0.836605,0.09553499999999998,0.70223,0.0,1.0,0.0,0.946875,0.0,0.13303500000000001,0.412055,0.14509,0.0,0.10981999999999997,0.0,0.07366000000000006,0.0,1.0,0.0,0.07321499999999997,0.0,0.542855,0.02008999999999994,0.68125,0.0,0.17365999999999998,0.0,0.32634,0.830805,0.0,1.0,1.0,1.0,0.16339499999999996,0.9044650000000001,0.29777,1.0,0.0,1.0,0.05312499999999998,1.0,0.866965,0.5879449999999999,0.8549100000000001,1.0,0.89018,1.0,0.9263399999999999,1.0,0.0,1.0,0.926785,1.0,0.457145,0.9799100000000001,0.31875,1.0,0.8263400000000001,1.0,0.6736599999999999,0
0.0,0.497835,0.0,0.506045,0.0,0.5148,0.0,0.53507,0.010805000000000009,0.53128,0.0,0.53272,0.013694999999999957,0.539585,0.03719499999999998,0.568325,0.029079999999999995,0.571635,0.002055000000000029,0.57124,0.025924999999999976,0.567825,0.05265500000000001,0.604255,0.054664999999999964,0.589545,0.07178000000000001,0.59276,0.08111499999999994,0.600505,0.08066499999999999,0.60383,1.0,0.502165,1.0,0.49395500000000003,1.0,0.48519999999999996,1.0,0.46492999999999995,0.989195,0.46872,1.0,0.46728000000000003,0.986305,0.460415,0.962805,0.43167500000000003,0.97092,0.428365,0.997945,0.42876000000000003,0.974075,0.432175,0.947345,0.395745,0.945335,0.410455,0.92822,0.40724000000000005,0.9188850000000001,0.39949500000000004,0.919335,0.39617,1
0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0
